Date: 2026-01-15T09:52:36Z
Duration: 202m 52s

[00:00-00:00] Speaker 0:  Ну как ты?
[189:33-189:35] Speaker 11:  Три раза сдет, человек он займет попить, а ее собирать.
[189:35-189:36] Speaker 11:  Типа раз можешь быть оде?
[189:36-189:39] Speaker 1:  Может быть нером, а может быть сразу.
[189:38-189:49] Speaker 1:  То есть ни разу этого пистят, чепашно попадает ему хоть сойти, работать хочется потом чем трое, как ниже Стандарт сам стат шестьдесят стоит пять, по-моему.
[189:49-189:51] Speaker 1:  Я сейчас вот после у и первого там шесть.
[189:52-189:55] Speaker 11:  Как настроил на себе да проект поработать?
[189:55-189:56] Speaker 11:  Хочется, прошел. Хотите там?
[189:57-189:57] Speaker 11:  Вы когда же?
[189:57-190:00] Speaker 11:  Теперь смотрите, у кого учитывайтесь, учиться-то.
[190:00-190:04] Speaker 11:  И никто не против за, все только растет. Проект растет.
[190:04-190:06] Speaker 1:  Арт<unk>мка, супоровая ВКонтакте.
[190:06-190:07] Speaker 1:  Рос быть правильно.
[190:07-190:10] Speaker 1:  Очень-то вот был к вашей.
